id,sentence,tane,henkei,tane extraction,henkei extraction,tane match,henkei match,tane match2,henkei match2,type,thres
61353,馬は、なんて言いながらエサを食べる？　ウマッ,馬,ウマッ,,,,,,,,
61354,馬刺しってうまいね！,馬刺し,うまいね,,,,,,,,
61355,馬がうまそうに食べる！,馬,うまそうに,,,,,,,,
61356,うま煮は、馬にあげよう！,うま煮,馬に,,,,,,,,
61357,うま煮は、馬に食べさせたい！,うま煮,馬に,,,,,,,,
61358,うま煮は、馬に食べてもらおう！,うま煮,馬に,,,,,,,,
61359,馬のまねがうまい！,馬,うまい,,,,,,,,
61360,馬の鳴きまねがうまい！,馬,うまい,,,,,,,,
61361,馬に乗るのがうまい！,馬,うまい,,,,,,,,
61362,馬を描くのがうまい！,馬,うまい,,,,,,,,
61363,馬は走るのがうまい！,馬,うまい,,,,,,,,
61364,馬ならうまく行く！,馬,うまく行く,,,,,,,,
61365,馬については、うまく行くよ！,馬,うまく行くよ,,,,,,,,
61366,あの馬、うまくよけたな！,馬,うまくよけたな,,,,,,,,
61367,馬が埋まっている！,馬,埋まっている,,,,,,,,
61368,馬で埋まった！,馬,埋まった,,,,,,,,
61369,馬には会うまい！,馬,会うまい,,,,,,,,
61370,馬を買うまい！,馬,買うまい,,,,,,,,
61371,馬を飼うまい！,馬,飼うまい,,,,,,,,
61372,馬を食うまい！,馬,食うまい,,,,,,,,
61373,馬を追うまい！,馬,追うまい,,,,,,,,
61374,車のように狂う馬！,車,狂う馬,,,,,,,,
61375,うま煮は、うー、間に合わない！,うま煮,うー、間に合わない,,,,,,,,
61376,うまうま、うま煮～うまがふたつで、う・ま,うまうま,うま煮～うま,,,,,,,,
61377,梅はうめー！,梅,うめー,,,,,,,,
61378,梅の埋め合わせ！,梅,埋め合わせ,,,,,,,,
61379,梅ソーダはうめーそーだ！,梅ソーダ,うめーそーだ,,,,,,,,
61380,この梅は有名！,梅,有名,,,,,,,,
61381,この梅にかなうめえ！,梅,かなうめえ,,,,,,,,
61382,梅を食べる運命！,梅,運命,,,,,,,,
61383,今年は梅は咲くめえ！,梅,咲くめえ,,,,,,,,
61384,梅干し？　うー、めぼしいのはないね！,梅干し,うー、めぼしい,,,,,,,,
61385,海で膿（うみ）を出す！,海,膿,,,,,,,,
61386,膿（うみ）を出すなら海！,膿,海,,,,,,,,
61387,海は生命の生みの親！,海,生みの親,,,,,,,,
61388,近江に入ったとたん、お、海！,近江,お、海,,,,,,,,
61390,羽毛がないよ！　うー、もう？,羽毛,うー、もう,,,,,,,,
61391,羽毛より雲母（うんも）が欲しい！,羽毛,雲母,,,,,,,,
61392,雲母（うんも）より羽毛が欲しい！,雲母,羽毛,,,,,,,,
61393,この羽毛、重（おも）ぉ～！,羽毛,重（おも）ぉ～！,,,,,,,,
61394,「運がいいねぇ！」　「うん！」,運,うん,,,,,,,,
61396,今度こそ、うんをつかむ！　うんこはつかまない,うん,うんこ,,,,,,,,
61398,運転手になれたのは、運でしゅ！,運転手,運でしゅ,,,,,,,,
61399,ウナギを獲るなら、うー、凪（なぎ）！,ウナギ,うー、凪,,,,,,,,
61400,ウナギを食べれば、海は、うー、ナギ（和ぎ）！,ウナギ,うー、ナギ,,,,,,,,
61401,ウナギを釣るなら、夕凪（ゆうなぎ）！,ウナギ,夕凪,,,,,,,,
61402,ウナギを食べるなら、夕凪（ゆうなぎ）！,ウナギ,夕凪,,,,,,,,
61403,夕凪（ゆうなぎ）に獲れたウナギ！,夕凪,ウナギ,,,,,,,,
61407,僕の家は、ウサギ小屋というより、ウナギ小屋で,ウサギ小屋,ウナギ小屋,,,,,,,,
61408,ウナギ食べたの？　おのれ、うなぎったなー！,ウナギ,うなぎったなー,,,,,,,,
61409,ウナギごときで、僕の心をウナギとめることはで,ウナギ,ウナギとめる,,,,,,,,
61410,ウナギ食べる時は、上着（うなぎ）を着ましょう,ウナギ,上着,,,,,,,,
61411,ウナギ漁に行くなら、上着（うなぎ）を着ましょ,ウナギ漁,上着,,,,,,,,
61412,うなじがきれいな人は、うな重です！,うなじ,うな重,,,,,,,,
61413,ウンチのウンチク！,ウンチ,ウンチク,,,,,,,,
61414,ウンチを見ると、うーん、血が騒ぐ～♪,ウンチ,うーん、血が騒ぐ,,,,,,,,
61415,それウンチ？　うん、違う！,ウンチ,うん、違う,,,,,,,,
61416,「ウンチって臭いね」　　「うーうん、ちっとも,ウンチ,うーうん、ちっとも,,,,,,,,
61417,ウンチの後のあいさつは、「んちゃ！」,ウンチ,んちゃ,,,,,,,,
61418,「キーン！　んちゃ！」　「ウンチや！」,んちゃ,ウンチや,,,,,,,,
61419,「んちゃ！」　「ウンチ屋！」,んちゃ,ウンチ屋,,,,,,,,
61422,運動したら？　うーん、どうしようかなー？,運動,うーん、どうしよう,,,,,,,,
61423,運動場貸してください。　うん、どうじょ～！,運動場,うん、どうじょ～！,,,,,,,,
61424,運動場借りてもいい？　うんどうじょ～！,運動場,うんどうじょ～！,,,,,,,,
61425,運動場、使っていい？　うん、どうじょ～！,運動場,うん、どうじょ～！,,,,,,,,
61426,運動場走っていいか？　うんどうじょ～！,運動場,うんどうじょ～！,,,,,,,,
61427,運動場で遊んでいていい？　うん、どうじょ～！,運動場,うん、どうじょ～！,,,,,,,,
61428,校庭借りるよ。　うん、どうじょ～,校庭,うん、どうじょ～,,,,,,,,
61429,運動場で遊んでいいですか？　うんどうじょ～！,運動場,うんどうじょ～！,,,,,,,,
61430,運が良ければ、運河が見えます！,運,運河,,,,,,,,
61432,運河ー！　フンガー！,運河ー,フンガー,,,,,,,,
61433,本当に本とウニを買う！,本当に,本とウニ,,,,,,,,
61434,ユニクロが海産物にも進出。　ウニ黒！,ユニクロ,ウニ黒,,,,,,,,
61435,ウニの記念日、ウニバーサリー！,ウニ記念日,ウニバーサリー,,,,,,,,
61436,ウニをウニットバスに入れる！,ウニ,ウニットバス,,,,,,,,
61438,鬼はぁ～外！　ウニはぁ～外！　ハニワ～外！,鬼はぁ～外,ウニはぁ～外ハニワ～外,,,,,,,,
61439,ユニクロでは、夕に空路使う！,ユニクロ,夕に空路,,,,,,,,
61440,雲海の中に、ウンカ、いた！,雲海,ウンカ、いた,,,,,,,,
61441,ウンカが入って来るから、ウンカウンカしてられ,ウンカ,ウンカウンカ,,,,,,,,
61442,ウンカのうんこ！,ウンカ,うんこ,,,,,,,,
61443,雲海が見えるかどうかは、運かい？,雲海,運かい,,,,,,,,
61444,雲海に連れて行ってもらうんかい？,雲海,もらうんかい,,,,,,,,
61445,雲海に案内してもらうんかい？,雲海,もらうんかい,,,,,,,,
61446,雲海を案内してもらうんかい？,雲海,もらうんかい,,,,,,,,
61447,雲海が見られて、幸運かい？,雲海,幸運かい,,,,,,,,
61448,雲海が見られず、不運かい？,雲海,不運かい,,,,,,,,
61449,雲海が見られず、悲運かい？,雲海,悲運かい,,,,,,,,
61450,雲海の上は、うん、かいい！,雲海,うん、かいい,,,,,,,,
61451,雲海の中は、うん、かいい！,雲海,うん、かいい,,,,,,,,
61452,雲海の上では、みんな、うん、かぁいい！,雲海,うん、かぁいい,,,,,,,,
61453,「運気が悪いんじゃないの？」　「うん、気づい,運気,うん、気づい,,,,,,,,
61454,運気を下げる耕耘機！,運気,耕耘機,,,,,,,,
61455,運気を上げる耕耘機！,運気,耕耘機,,,,,,,,
61456,運気が、うーん、気になる！,運気,うーん、気になる,,,,,,,,
61457,運気がいいと、ウキウキしてくる！,運気,ウキウキ,,,,,,,,
61458,ウキウキしてると、運気も上がる！,ウキウキ,運気,,,,,,,,
61459,ウンコする？　うん、ここで！,ウンコ,うん、ここで,,,,,,,,
61460,ウンコしたのどいつだ？　うん、こいつ！,ウンコ,うん、こいつ,,,,,,,,
61461,いつ、ウンコするの？　うん、これから！,ウンコ,うん、これから,,,,,,,,
61462,ウンコをしたことについては、うん、後悔してい,ウンコ,うん、後悔,,,,,,,,
61463,運行予定は出ないけど、ウンコは出ます！,運行,ウンコ,,,,,,,,
61464,ウンコしたな！うん、子供だもん！,ウンコ,うん、子供だもん,,,,,,,,
61465,機内でウンコ漏らしたら、叱られたよ。運行トラ,ウンコ,運行,,,,,,,,
61467,ウンコについては、うん、こういうこともあるよ,ウンコ,うん、こういうこと,,,,,,,,
61468,ウンコは、うん、こーやってするんだ！,ウンコ,うん、こーやって,,,,,,,,
61469,トイレ行きたくなった。うーん、こまった！,トイレ,うーん、こまった,,,,,,,,
61470,トイレ行きたくなった。うーん、こんなはずでは,トイレ,うーん、こんな,,,,,,,,
61471,ウンコについて温故知新！,ウンコ,温故知新,,,,,,,,
61472,ウンコして死んだら、ウンコ致死（温故知新）！,ウンコ,ウンコ致死,,,,,,,,
61473,ウンコというのは、うん、こういう形をしてるん,ウンコ,うん、こういう形,,,,,,,,
61474,ウンコくせいのは、うん、国政のことだよ！,ウンコ,うん、国政,,,,,,,,
61475,ウンコが、うーんこ出たよ！,ウンコ,うーんこ,,,,,,,,
61476,ウンコに、うーんこ時間がかかった！,ウンコ,うーんこ,,,,,,,,
61477,マウント富士は、まぁ、うんこ富士！,マウント富士,まぁ、うんこ富士,,,,,,,,
61478,運休の知らせはいつも、うん、急だ！,運休,うん、急だ,,,,,,,,
61479,運休だって？　うん、急に！,運休,うん、急に,,,,,,,,
61480,運休が決まったのは、うん、急だ！,運休,うん、急だ,,,,,,,,
61481,運休になるかもしれないというのは、うん、杞憂,運休,うん、杞憂,,,,,,,,
61482,「運命」を聴いているのは、うん、姪（めい）だ,運命,うん、姪,,,,,,,,
61483,右脳でしょうか？　違うのう！,右脳,違うのう,,,,,,,,
61484,運送するの？　うん、そう！,運送,うん、そう,,,,,,,,
61485,運送の仕事に就いたの？うん、そう！,運送,うん、そう,,,,,,,,
61486,運送するの大変？　うん、そう！,運送,うん、そう,,,,,,,,
61487,運送にお金結構かかる？　うん、そう！,運送,うん、そう,,,,,,,,
61488,これ、運送屋の番号？　うん、そう！,運送屋,うん、そう,,,,,,,,
61489,運送屋に頼んだら？　うん、そうする！,運送屋,うん、そうする,,,,,,,,
61490,運送代かかるんじゃないの？　うーん、そうかな,運送代,うーん、そうかな,,,,,,,,
61491,運送間に合わないんじゃないの？　うーん、そう,運送,うーん、そう,,,,,,,,
61492,あなた、運送屋さん？　うん、そうや！,運送屋さん,うん、そうや,,,,,,,,
61493,きみんち運送屋？　うん、そうや！,運送屋,うん、そうや,,,,,,,,
61494,運送屋に就職したの？　うん、そうや！,運送屋,うん、そうや,,,,,,,,
61495,運送屋に頼んだの？　うん、そうや！,運送屋,うん、そうや,,,,,,,,
61496,堺の運送屋？　うん、そうやさかい！,堺運送屋,うん、そうやさかい,,,,,,,,
61497,ウォー、大きな魚だ！,ウォー,魚,,,,,,,,
61498,魚にびっくりした。ウォー！,魚,ウォー,,,,,,,,
61499,魚河岸<うおがし>で、魚<うお>が死んでた！,魚河岸,魚<うお>が死んでた,,,,,,,,
61500,ムーン・ウォークしながら、むーん、魚食う！,ムーン・ウォーク,むーん、魚食う,,,,,,,,
61501,ウランは売らん！,ウラン,売らん,,,,,,,,
61502,ウランは裏んにある！,ウラン,裏んに,,,,,,,,
61503,ウラン採掘場を遊覧！,ウラン,遊覧,,,,,,,,
61504,ウラン千キロ隠し持つ裏千家！,ウラン,裏千家,,,,,,,,
61505,裏がなければ占い師。　表（おもて）がなければ,裏,占い師,,,,,,,,
61506,占い師の裏ないし表（おもて）！,占い師,裏ないし表,,,,,,,,
61507,この占い師、オーラ無いし！,占い師,オーラ無いし,,,,,,,,
61508,ウサギは、うー、さっぎ見た！,ウサギ,うー、さっぎ見た,,,,,,,,
61509,右折すると、うー、切ない！,右折,うー、切ない,,,,,,,,
61510,右折というのは、うー、切ないね！,右折,うー、切ないね,,,,,,,,
61511,右折禁止？　うっせーつうの！,右折,うっせーつうの,,,,,,,,
61512,右折は危ないという浮説！,右折,浮説,,,,,,,,
61513,牛が後ろにいる！,牛,後ろ,,,,,,,,
61514,牛を失った！,牛,失った,,,,,,,,
61515,牛くん、電車混んでた？　もう、ギュウギュウ！,牛,ギュウギュウ,,,,,,,,
61516,牛がギュウギュウ詰め！　牛が悲鳴をあげた。「,牛,ギュウギュウ詰め,,,,,,,,
61517,ギュウギュウ詰めの牛が悲鳴をあげた。「もうー,ギュウギュウ詰め,牛もうー,,,,,,,,
61518,牛を飼う（cow）！,牛,飼う,,,,,,,,
61519,牛を飼う？,牛,飼う,,,,,,,,
61520,牛を飼うし！,牛,飼うし,,,,,,,,
61521,牛を買うし！,牛,買うし,,,,,,,,
61522,今日は土用の丑の日。<*゜∀゜>/うしし♪,土用の丑の日,うしし,,,,,,,,
61523,土用の丑の日だよ。　うしししし！,土用の丑の日,うしししし,,,,,,,,
61524,土用の丑の日は、無理にウナギを食べなくてもい,土用の丑の日,ウナギ,,,,,,,,
61525,牛、危うし！,牛,危うし,,,,,,,,
61526,ナターシャ、それは、ナタ・・・じゃ！,ナターシャ,ナタ・・・じゃ,,,,,,,,
61527,牛を食うし！,牛,食うし,,,,,,,,
61528,牛が食うし！,牛,食うし,,,,,,,,
61529,牛がいつもと違うし！,牛,違うし,,,,,,,,
61530,牛と違うし！,牛,違うし,,,,,,,,
61531,丑年と違うし！,丑年,違うし,,,,,,,,
61532,牛を追うし！,牛,追うし,,,,,,,,
61533,牛と会うし！,牛,会うし,,,,,,,,
61534,牛と言うし！,牛,言うし,,,,,,,,
61535,牛のことを問うし！,牛,問うし,,,,,,,,
61536,牡牛を追うし！,牡牛,追うし,,,,,,,,
61537,牛が数を数える。ビー、フー、みい！,牛,ビー、フー、みい,,,,,,,,
61538,もう、牛のように寝る！,もう,牛,,,,,,,,
61541,これ臼？　うーっす！,臼,うーっす,,,,,,,,
61542,臼を運んで！　うーっす！,臼,うーっす,,,,,,,,
61543,色が薄い臼、イイ！,薄い,臼、イイ,,,,,,,,
61544,臼をホースで洗うっす！,臼,洗うっす,,,,,,,,
61545,歌を売った！,歌,売った,,,,,,,,
61546,歌で心に訴える！,歌,訴える,,,,,,,,
61547,歌を聴いてうたたね！,歌,うたたね,,,,,,,,
61548,宇多田ヒカルの歌だ！,宇多田ヒカル,歌だ,,,,,,,,
61549,宇多田ヒカルは、う～、ただ光る！,宇多田ヒカル,う～、ただ光る,,,,,,,,
61550,宇多田ヒカルが、う～、ただ光る！,宇多田ヒカル,う～、ただ光る,,,,,,,,
61551,宇多田ヒカルのCD、うー、ただです！,宇多田ヒカル,うー、ただです,,,,,,,,
